bhsa_node	g_cons	macula_nodes	mt_cons_1	mt_cons_2	mt_cons_3	mt_cons_4
373442	BH	448521|448522	B	H		
373443	B	448523	B			
373444	DNJ>L	448524	DNJ>L			
373445	DJ	448525	DJ			
373446	MLK>	448526|448527	MLK	>		
373447	FM	448528	FM			
373448	CMH	448529|448530	CM	H		
373449	BLVC>YR	448531	BLVC>YR			
373450	K<N	448532	K<N			
373451	DNJ>L	448533	DNJ>L			
373452	JTQRJ	448534	JTQRJ			
373453	W	448535	W			
373454	PCRH	448536|448537	PCR	H		
373455	JHXWH	448538	JHXWH			
373456	B	448539	B			
373457	>DJN	448540	>DJN			
373458	DNJ>L	448541	DNJ>L			
373459	H<L	448542	H<L			
373460	QDM	448543	QDM			
373461	MLK>	448544|448545	MLK	>		
373462	<NH	448546	<NH			
373463	MLK>	448547|448548	MLK	>		
373464	W	448549	W			
373465	>MR	448550	>MR			
373466	L	448551	L			
373467	DNJ>L	448552	DNJ>L			
373468	>NTH	448553	>NT			
373469	HW>	448554	HW>			
373470	DNJ>L	448555	DNJ>L			
373471	DJ	448556	DJ			
373472	MN	448557	MN			
373473	BNJ	448558	BNJ			
373474	GLWT>	448559|448560	GLWT	>		
373475	DJ	448561	DJ			
373476	JHWD	448562	JHWD			
373477	DJ	448563	DJ			
373478	HJTJ	448564	HJTJ			
373479	MLK>	448565|448566	MLK	>		
373480	>BJ	448567|448568	>B	J		
373481	MN	448569	MN			
373482	JHWD	448570	JHWD			
373483	W	448571	W			
373484	CM<T	448572	CM<T			
373485	<LJK	448573|448574	<L	K		
373486	DJ	448575	DJ			
373487	RWX	448576	RWX			
373488	>LHJN	448577	>LHJN			
373489	BK	448578|448579	B	K		
373490	W	448580	W			
373491	NHJRW	448581	NHJRW			
373492	W	448582	W			
373493	FKLTNW	448583	FKLTNW			
373494	W	448584	W			
373495	XKMH	448585	XKMH			
373496	JTJRH	448586	JTJRH			
373497	HCTKXT	448587	HCTKXT			
373498	BK	448588|448589	B	K		
373499	W	448590	W			
373500	K<N	448591	K<N			
373501	H<LW	448592	H<LW			
373502	QDMJ	448593|448594	QDM	J		
373503	XKJMJ>	448595|448596	XKJMJ	>		
373504	>CPJ>	448597|448598	>CPJ	>		
373505	DJ	448599	DJ			
373506	KTBH	448600|448601	KTB	H		
373507	DNH	448602	DNH			
373508	JQRWN	448603	JQRWN			
373509	W	448604	W			
373510	PCRH	448605|448606	PCR	H		
373511	L	448607	L			
373512	HWD<TNJ	448608|448609	HWD<T	NJ		
373513	W	448610	W			
373514	L>	448611	L>			
373515	KHLJN	448612	KHLJN			
373516	PCR	448613	PCR			
373517	MLT>	448614|448615	MLT	>		
373518	L	448616	L			
373519	HXWJH	448617	HXWJH			
373520	W	448618	W			
373521	>NH	448619	>NH			
373522	CM<T	448620	CM<T			
373523	<LJK	448621|448622	<L	K		
373524	DJ	448623	DJ			
373525	TWKL	448624	TJKWL			
373526	PCRJN	448625	PCRJN			
373527	L	448626	L			
373528	MPCR	448627	MPCR			
373529	W	448628	W			
373530	QVRJN	448629	QVRJN			
373531	L	448630	L			
373532	MCR>	448631	MCR>			
373533	K<N	448632	K<N			
373534	HN	448633	HN			
373535	TWKL	448634	TKWL			
373536	KTB>	448635|448636	KTB	>		
373537	L	448637	L			
373538	MQR>	448638	MQR>			
373539	W	448639	W			
373540	PCRH	448640|448641	PCR	H		
373541	L	448642	L			
373542	HWD<TNJ	448643|448644	HWD<T	NJ		
373543	>RGWN>	448645|448646	>RGWN	>		
373544	TLBC	448647	TLBC			
373545	W	448648	W			
373546	HMWNK>	448649|448650	HMNJK	>		
373547	DJ	448651	DJ			
373548	DHB>	448652|448653	DHB	>		
373549	<L	448654	<L			
373550	YW>RK	448655|448656	YW>R	K		
373551	W	448657	W			
373552	TLT>	448658	TLT>			
373553	B	448659	B			
373554	MLKWT>	448660|448661	MLKWT	>		
373555	TCLV	448662	TCLV			
373556	B	448663	B			
373557	>DJN	448664	>DJN			
373558	<NH	448665	<NH			
373559	DNJ>L	448666	DNJ>L			
373560	W	448667	W			
373561	>MR	448668	>MR			
373562	QDM	448669	QDM			
373563	MLK>	448670|448671	MLK	>		
373564	MTNTK	448672|448673	MTNT	K		
373565	LK	448674|448675	L	K		
373566	LHWJN	448676	LHWJN			
373567	W	448677	W			
373568	NBZBJTK	448678|448679	NBZBJT	K		
373569	L	448680	L			
373570	>XRN	448681	>XRN			
373571	HB	448682	HB			
373572	BRM	448683	BRM			
373573	KTB>	448684|448685	KTB	>		
373574	>QR>	448686	>QR>			
373575	L	448687	L			
373576	MLK>	448688|448689	MLK	>		
373577	W	448690	W			
373578	PCR>	448691|448692	PCR	>		
373579	>HWD<NH	448693|448694	>HWD<N	H		
373580	>NTH	448695	>NT			
373581	MLK>	448696|448697	MLK	>		
373582	>LH>	448698|448699	>LH	>		
373583	<LJ>	448700|448701	<L>	H		
373584	MLKWT>	448702|448703	MLKWT	>		
373585	W	448704	W			
373586	RBWT>	448705|448706	RBWT	>		
373587	W	448707	W			
373588	JQR>	448708|448709	JQR	>		
373589	W	448710	W			
373590	HDRH	448711|448712	HDR	H		
373591	JHB	448713	JHB			
373592	L	448714	L			
373593	NBKDNYR	448715	NBKDNYR			
373594	>BWK	448716|448717	>B	WK		
373595	W	448718	W			
373596	MN	448719	MN			
373597	RBWT>	448720|448721	RBWT	>		
373598	DJ	448722	DJ			
373599	JHB	448723	JHB			
373600	LH	448724|448725	L	H		
373601	KL	448726	KL			
373602	<MMJ>	448727|448728	<MMJ	>		
373603	>MJ>	448729|448730	>MJ	>		
373604	W	448731	W			
373605	LCNJ>	448732|448733	LCNJ	>		
373606	HWW	448734	HWW			
373607	Z><JN	448735	ZJ<JN			
373608	W	448736	W			
373609	DXLJN	448737	DXLJN			
373610	MN	448738	MN			
373611	QDMWHJ	448739|448740	QDMW	HJ		
373612	DJ	448741	DJ			
373613	HWH	448742	HWH			
373614	YB>	448743	YB>			
373615	HW>	448744	HW>			
373616	QVL	448745	QVL			
373617	W	448746	W			
373618	DJ	448747	DJ			
373619	HWH	448748	HWH			
373620	YB>	448749	YB>			
373621	HWH	448750	HWH			
373622	MX>	448751	MX>			
373623	W	448752	W			
373624	DJ	448753	DJ			
373625	HWH	448754	HWH			
373626	YB>	448755	YB>			
373627	HWH	448756	HWH			
373628	MRJM	448757	MRJM			
373629	W	448758	W			
373630	DJ	448759	DJ			
373631	HWH	448760	HWH			
373632	YB>	448761	YB>			
373633	HWH	448762	HWH			
373634	MCPJL	448763	MCPJL			
373635	W	448764	W			
373636	K	448765	K			
373637	DJ	448766	DJ			
373638	RM	448767	RM			
373639	LBBH	448768|448769	LBB	H		
373640	W	448770	W			
373641	RWXH	448771|448772	RWX	H		
373642	TQPT	448773	TQPT			
373643	L	448774	L			
373644	HZDH	448775	HZDH			
373645	HNXT	448776	HNXT			
373646	MN	448777	MN			
373647	KRS>	448778	KRS>			
373648	MLKWTH	448779|448780	MLKWT	H		
373649	W	448781	W			
373650	JQRH	448782|448783	JQR	H		
373651	H<DJW	448784	H<DJW			
373652	MNH	448785|448786	MN	H		
373653	W	448787	W			
373654	MN	448788	MN			
373655	BNJ	448789	BNJ			
373656	>NC>	448790|448791	>NC	>		
373657	VRJD	448792	VRJD			
373658	W	448793	W			
373659	LBBH	448794|448795	LBB	H		
373660	<M	448796	<M			
373661	XJWT>	448797|448798	XJWT	>		
373662	CWJ	448799	CWJW			
373663	W	448800	W			
373664	<M	448801	<M			
373665	<RDJ>	448802|448803	<RDJ	>		
373666	MDWRH	448804|448805	MDWR	H		
373667	<FB>	448806|448807	<FB	>		
373668	K	448808	K			
373669	TWRJN	448809	TWRJN			
373670	JV<MWNH	448810|448811	JV<MWN	H		
373671	W	448812	W			
373672	M	448813	M			
373673	VL	448814	VL			
373674	CMJ>	448815|448816	CMJ	>		
373675	GCMH	448817|448818	GCM	H		
373676	JYVB<	448819	JYVB<			
373677	<D	448820	<D			
373678	DJ	448821	DJ			
373679	JD<	448822	JD<			
373680	DJ	448823	DJ			
373681	CLJV	448824	CLJV			
373682	>LH>	448825|448826	>LH	>		
373683	<LJ>	448827|448828	<L>	H		
373684	B	448829	B			
373685	MLKWT	448830	MLKWT			
373686	>NC>	448831|448832	>NC	>		
373687	W	448833	W			
373688	L	448834	L			
373689	MN	448835	MN			
373690	DJ	448836	DJ			
373691	JYBH	448837	JYBH			
373692	JHQJM	448838	JHQJM			
373693	<LJH	448839|448840	<L	H		
373694	W	448841	W			
373695	>NTH	448842	>NT			
373696	BRH	448843|448844	BR	H		
373697	BLC>YR	448845	BLC>YR			
373698	L>	448846	L>			
373699	HCPLT	448847	HCPLT			
373700	LBBK	448848|448849	LBB	K		
373701	K	448850	K			
373702	L	448851	L			
373703	QBL	448852	QBL			
373704	DJ	448853	DJ			
373705	KL	448854	KL			
373706	DNH	448855	DNH			
373707	JD<T	448856	JD<T			
373708	W	448857	W			
373709	<L	448858	<L			
373710	MR>	448859	MR>			
373711	CMJ>	448860|448861	CMJ	>		
373712	HTRWMMT	448862	HTRWMMT			
373713	W	448863	W			
373714	L	448864	L			
373715	M>NJ>	448865|448866	M>NJ	>		
373716	DJ	448867	DJ			
373717	BJTH	448868|448869	BJT	H		
373718	HJTJW	448870	HJTJW			
373719	QDMJK	448871|448872	QDM	K		
373720	W	448873	W			
373721	>NTH	448874	>NT			
373722	W	448875	W			
373723	RBRBNJK	448876|448877	RBRBN	K		
373724	CGLTK	448878|448879	CGLT	K		
373725	W	448880	W			
373726	LXNTK	448881|448882	LXNT	K		
373727	XMR>	448883|448884	XMR	>		
373728	CTJN	448885	CTJN			
373729	BHWN	448886|448887	B	HWN		
373730	W	448888	W			
373731	L	448889	L			
373732	>LHJ	448890	>LHJ			
373733	KSP>	448891|448892	KSP	>		
373734	W	448893	W			
373735	DHB>	448894|448895	DHB	>		
373736	NXC>	448896|448897	NXC	>		
373737	PRZL>	448898|448899	PRZL	>		
373738	><>	448900|448901	><	>		
373739	W	448902	W			
373740	>BN>	448903|448904	>BN	>		
373741	DJ	448905	DJ			
373742	L>	448906	L>			
373743	XZJN	448907	XZJN			
373744	W	448908	W			
373745	L>	448909	L>			
373746	CM<JN	448910	CM<JN			
373747	W	448911	W			
373748	L>	448912	L>			
373749	JD<JN	448913	JD<JN			
373750	CBXT	448914	CBXT			
373751	W	448915	W			
373752	L	448916	L			
373753	>LH>	448917|448918	>LH	>		
373754	DJ	448919	DJ			
373755	NCMTK	448920|448921	NCMT	K		
373756	B	448922	B			
373757	JDH	448923|448924	JD	H		
373758	W	448925	W			
373759	KL	448926	KL			
373760	>RXTK	448927|448928	>RXT	K		
373761	LH	448929|448930	L	H		
373762	L>	448931	L>			
373763	HDRT	448932	HDRT			
373764	B	448933	B			
373765	>DJN	448934	>DJN			
373766	MN	448935	MN			
373767	QDMWHJ	448936|448937	QDMW	HJ		
373768	CLJX	448938	CLJX			
373769	PS>	448939|448940	PS	>		
373770	DJ	448941	DJ			
373771	JD>	448942|448943	JD	>		
373772	W	448944	W			
373773	KTB>	448945|448946	KTB	>		
373774	DNH	448947	DNH			
373775	RCJM	448948	RCJM			
373776	W	448949	W			
373777	DNH	448950	DNH			
373778	KTB>	448951|448952	KTB	>		
373779	DJ	448953	DJ			
373780	RCJM	448954	RCJM			
373781	MN>	448955	MN>			
373782	MN>	448956	MN>			
373783	TQL	448957	TQL			
373784	W	448958	W			
373785	PRSJN	448959	PRSJN			
373786	DNH	448960	DNH			
373787	PCR	448961	PCR			
373788	MLT>	448962|448963	MLT	>		
373789	MN>	448964	MN>			
373790	MNH	448965	MNH			
373791	>LH>	448966|448967	>LH	>		
373792	MLKWTK	448968|448969	MLKWT	K		
373793	W	448970	W			
373794	HCLMH	448971|448972	HCLM	H		
373795	TQL	448973	TQL			
373796	TQJLTH	448974	TQJLTH			
373797	B	448975	B			
373798	M>ZNJ>	448976|448977	M>ZNJ	>		
373799	W	448978	W			
373800	HCTKXT	448979	HCTKXT			
373801	XSJR	448980	XSJR			
373802	PRS	448981	PRS			
373803	PRJST	448982	PRJST			
373804	MLKWTK	448983|448984	MLKWT	K		
373805	W	448985	W			
373806	JHJBT	448986	JHJBT			
373807	L	448987	L			
373808	MDJ	448988	MDJ			
373809	W	448989	W			
373810	PRS	448990	PRS			
373811	B	448991	B			
373812	>DJN	448992	>DJN			
373813	>MR	448993	>MR			
373814	BLC>YR	448994	BLC>YR			
373815	W	448995	W			
373816	HLBJCW	448996	HLBJCW			
373817	L	448997	L			
373818	DNJ>L	448998	DNJ>L			
373819	>RGWN>	448999|449000	>RGWN	>		
373820	W	449001	W			
373821	HMWNK>	449002|449003	HMNJK	>		
373822	DJ	449004	DJ			
373823	DHB>	449005|449006	DHB	>		
373824	<L	449007	<L			
373825	YW>RH	449008|449009	YW>R	H		
373826	W	449010	W			
373827	HKRZW	449011	HKRZW			
373828	<LWHJ	449012|449013	<LW	HJ		
373829	DJ	449014	DJ			
373830	LHW>	449015	LHW>			
373831	CLJV	449016	CLJV			
373832	TLT>	449017	TLT>			
373833	B	449018	B			
373834	MLKWT>	449019|449020	MLKWT	>		
373835	BH	449021|449022	B	H		
373836	B	449023	B			
373837	LJLJ>	449024|449025	LJLJ	>		
373838	QVJL	449026	QVJL			
373839	BL>CYR	449027	BL>CYR			
373840	MLK>	449028|449029	MLK	>		
373841	KFDJ>	449030|449031	KFD>	H		
373842	W	449032	W			
373843	DRJWC	449033	DRJWC			
373844	MDJ>	449034|449035	MDJ	>		
373845	QBL	449036	QBL			
373846	MLKWT>	449037|449038	MLKWT	>		
373847	K	449039	K			
373848	BR	449040	BR			
373849	CNJN	449041	CNJN			
373850	CTJN	449042	CTJN			
373851	W	449043	W			
373852	TRTJN	449044	TRTJN			
373853	CPR	449045	CPR			
373854	QDM	449046	QDM			
373855	DRJWC	449047	DRJWC			
373856	W	449048	W			
373857	HQJM	449049	HQJM			
373858	<L	449050	<L			
373859	MLKWT>	449051|449052	MLKWT	>		
373860	L	449053	L			
373861	>XCDRPNJ>	449054|449055	>XCDRPNJ	>		
373862	M>H	449056	M>H			
373863	W	449057	W			
373864	<FRJN	449058	<FRJN			
373865	DJ	449059	DJ			
373866	LHWN	449060	LHWN			
373867	B	449061	B			
373868	KL	449062	KL			
373869	MLKWT>	449063|449064	MLKWT	>		
373870	W	449065	W			
373871	<L>	449066	<L>			
373872	MNHWN	449067|449068	MN	HWN		
373873	SRKJN	449069	SRKJN			
373874	TLT>	449070	TLT>			
373875	DJ	449071	DJ			
373876	DNJ>L	449072	DNJ>L			
373877	XD	449073	XD			
373878	MNHWN	449074|449075	MN	HWN		
373879	DJ	449076	DJ			
373880	LHWN	449077	LHWN			
373881	>XCDRPNJ>	449078|449079	>XCDRPNJ	>		
373882	>LJN	449080	>LJN			
373883	JHBJN	449081	JHBJN			
373884	LHWN	449082|449083	L	HWN		
373885	V<M>	449084|449085	V<M	>		
373886	W	449086	W			
373887	MLK>	449087|449088	MLK	>		
373888	L>	449089	L>			
373889	LHW>	449090	LHW>			
373890	NZQ	449091	NZQ			
373891	>DJN	449092	>DJN			
373892	DNJ>L	449093	DNJ>L			
373893	DNH	449094	DNH			
373894	HW>	449095	HW>			
373895	MTNYX	449096	MTNYX			
373896	<L	449097	<L			
373897	SRKJ>	449098|449099	SRKJ	>		
373898	W	449100	W			
373899	>XCDRPNJ>	449101|449102	>XCDRPNJ	>		
373900	K	449103	K			
373901	L	449104	L			
373902	QBL	449105	QBL			
373903	DJ	449106	DJ			
373904	RWX	449107	RWX			
373905	JTJR>	449108	JTJR>			
373906	BH	449109|449110	B	H		
373907	W	449111	W			
373908	MLK>	449112|449113	MLK	>		
373909	<CJT	449114	<CJT			
373910	L	449115	L			
373911	HQMWTH	449116|449117	HQMWT	H		
373912	<L	449118	<L			
373913	KL	449119	KL			
373914	MLKWT>	449120|449121	MLKWT	>		
373915	>DJN	449122	>DJN			
373916	SRKJ>	449123|449124	SRKJ	>		
373917	W	449125	W			
373918	>XCDRPNJ>	449126|449127	>XCDRPNJ	>		
373919	HWW	449128	HWW			
373920	B<JN	449129	B<JN			
373921	<LH	449130	<LH			
373922	L	449131	L			
373923	HCKXH	449132	HCKXH			
373924	L	449133	L			
373925	DNJ>L	449134	DNJ>L			
373926	M	449135	M			
373927	YD	449136	YD			
373928	MLKWT>	449137|449138	MLKWT	>		
373929	W	449139	W			
373930	KL	449140	KL			
373931	<LH	449141	<LH			
373932	W	449142	W			
373933	CXJTH	449143	CXJTH			
373934	L>	449144	L>			
373935	JKLJN	449145	JKLJN			
373936	L	449146	L			
373937	HCKXH	449147	HCKXH			
373938	K	449148	K			
373939	L	449149	L			
373940	QBL	449150	QBL			
373941	DJ	449151	DJ			
373942	MHJMN	449152	MHJMN			
373943	HW>	449153	HW>			
373944	W	449154	W			
373945	KL	449155	KL			
373946	CLW	449156	CLW			
373947	W	449157	W			
373948	CXJTH	449158	CXJTH			
373949	L>	449159	L>			
373950	HCTKXT	449160	HCTKXT			
373951	<LWHJ	449161|449162	<LW	HJ		
373952	>DJN	449163	>DJN			
373953	GBRJ>	449164|449165	GBRJ	>		
373954	>LK	449166	>LK			
373955	>MRJN	449167	>MRJN			
373956	DJ	449168	DJ			
373957	L>	449169	L>			
373958	NHCKX	449170	NHCKX			
373959	L	449171	L			
373960	DNJ>L	449172	DNJ>L			
373961	DNH	449173	DNH			
373962	KL	449174	KL			
373963	<L>	449175	<L>			
373964	LHN	449176	LHN			
373965	HCKXNH	449177	HCKXNH			
373966	<LWHJ	449178|449179	<LW	HJ		
373967	B	449180	B			
373968	DT	449181	DT			
373969	>LHH	449182|449183	>LH	H		
373970	>DJN	449184	>DJN			
373971	SRKJ>	449185|449186	SRKJ	>		
373972	W	449187	W			
373973	>XCDRPNJ>	449188|449189	>XCDRPNJ	>		
373974	>LN	449190	>LN			
373975	HRGCW	449191	HRGCW			
373976	<L	449192	<L			
373977	MLK>	449193|449194	MLK	>		
373978	W	449195	W			
373979	KN	449196	KN			
373980	>MRJN	449197	>MRJN			
373981	LH	449198|449199	L	H		
373982	DRJWC	449200	DRJWC			
373983	MLK>	449201|449202	MLK	>		
373984	L	449203	L			
373985	<LMJN	449204	<LMJN			
373986	XJJ	449205	XJJ			
373987	>TJ<VW	449206	>TJ<VW			
373988	KL	449207	KL			
373989	SRKJ	449208	SRKJ			
373990	MLKWT>	449209|449210	MLKWT	>		
373991	SGNJ>	449211|449212	SGNJ	>		
373992	W	449213	W			
373993	>XCDRPNJ>	449214|449215	>XCDRPNJ	>		
373994	HDBRJ>	449216|449217	HDBRJ	>		
373995	W	449218	W			
373996	PXWT>	449219|449220	PXWT	>		
373997	L	449221	L			
373998	QJMH	449222	QJMH			
373999	QJM	449223	QJM			
374000	MLK>	449224|449225	MLK	>		
374001	W	449226	W			
374002	L	449227	L			
374003	TQPH	449228	TQPH			
374004	>SR	449229	>SR			
374005	DJ	449230	DJ			
374006	KL	449231	KL			
374007	DJ	449232	DJ			
374008	JB<H	449233	JB<H			
374009	B<W	449234	B<W			
374010	MN	449235	MN			
374011	KL	449236	KL			
374012	>LH	449237	>LH			
374013	W	449238	W			
374014	>NC	449239	>NC			
374015	<D	449240	<D			
374016	JWMJN	449241	JWMJN			
374017	TLTJN	449242	TLTJN			
374018	LHN	449243	LHN			
374019	MNK	449244|449245	MN	K		
374020	MLK>	449246|449247	MLK	>		
374021	JTRM>	449248	JTRM>			
374022	L	449249	L			
374023	GB	449250	GB			
374024	>RJWT>	449251|449252	>RJWT	>		
374025	K<N	449253	K<N			
374026	MLK>	449254|449255	MLK	>		
374027	TQJM	449256	TQJM			
374028	>SR>	449257|449258	>SR	>		
374029	W	449259	W			
374030	TRCM	449260	TRCM			
374031	KTB>	449261|449262	KTB	>		
374032	DJ	449263	DJ			
374033	L>	449264	L>			
374034	L	449265	L			
374035	HCNJH	449266	HCNJH			
374036	K	449267	K			
374037	DT	449268	DT			
374038	MDJ	449269	MDJ			
374039	W	449270	W			
374040	PRS	449271	PRS			
374041	DJ	449272	DJ			
374042	L>	449273	L>			
374043	T<D>	449274	T<D>			
374044	K	449275	K			
374045	L	449276	L			
374046	QBL	449277	QBL			
374047	DNH	449278	DNH			
374048	MLK>	449279|449280	MLK	>		
374049	DRJWC	449281	DRJWC			
374050	RCM	449282	RCM			
374051	KTB>	449283|449284	KTB	>		
374052	W	449285	W			
374053	>SR>	449286|449287	>SR	>		
374054	W	449288	W			
374055	DNJ>L	449289	DNJ>L			
374056	K	449290	K			
374057	DJ	449291	DJ			
374058	JD<	449292	JD<			
374059	DJ	449293	DJ			
374060	RCJM	449294	RCJM			
374061	KTB>	449295|449296	KTB	>		
374062	<L	449297	<L			
374063	L	449298	L			
374064	BJTH	449299|449300	BJT	H		
374065	W	449301	W			
374066	KWJN	449302	KWJN			
374067	PTJXN	449303	PTJXN			
374068	LH	449304|449305	L	H		
374069	B	449306	B			
374070	<LJTH	449307|449308	<LJT	H		
374071	NGD	449309	NGD			
374072	JRWCLM	449310	JRWCLM			
374073	W	449311	W			
374074	ZMNJN	449312	ZMNJN			
374075	TLTH	449313	TLTH			
374076	B	449314	B			
374077	JWM>	449315|449316	JWM	>		
374078	HW>	449317	HW>			
374079	BRK	449318	BRK			
374080	<L	449319	<L			
374081	BRKWHJ	449320|449321	BRKW	HJ		
374082	W	449322	W			
374083	MYL>	449323	MYL>			
374084	W	449324	W			
374085	MWD>	449325	MWD>			
374086	QDM	449326	QDM			
374087	>LHH	449327|449328	>LH	H		
374088	K	449329	K			
374089	L	449330	L			
374090	QBL	449331	QBL			
374091	DJ	449332	DJ			
374092	HW>	449333	HW>			
374093	<BD	449334	<BD			
374094	MN	449335	MN			
374095	QDMT	449336	QDMT			
374096	DNH	449337	DNH			
374097	>DJN	449338	>DJN			
374098	GBRJ>	449339|449340	GBRJ	>		
374099	>LK	449341	>LK			
374100	HRGCW	449342	HRGCW			
374101	W	449343	W			
374102	HCKXW	449344	HCKXW			
374103	L	449345	L			
374104	DNJ>L	449346	DNJ>L			
374105	B<>	449347	B<>			
374106	W	449348	W			
374107	MTXNN	449349	MTXNN			
374108	QDM	449350	QDM			
374109	>LHH	449351|449352	>LH	H		
374110	B	449353	B			
374111	>DJN	449354	>DJN			
374112	QRJBW	449355	QRJBW			
374113	W	449356	W			
374114	>MRJN	449357	>MRJN			
374115	QDM	449358	QDM			
374116	MLK>	449359|449360	MLK	>		
374117	<L	449361	<L			
374118	>SR	449362	>SR			
374119	MLK>	449363|449364	MLK	>		
374120	H	449365	H			
374121	L>	449366	L>			
374122	>SR	449367	>SR			
374123	RCMT	449368	RCMT			
374124	DJ	449369	DJ			
374125	KL	449370	KL			
374126	>NC	449371	>NC			
374127	DJ	449372	DJ			
374128	JB<H	449373	JB<H			
374129	MN	449374	MN			
374130	KL	449375	KL			
374131	>LH	449376	>LH			
374132	W	449377	W			
374133	>NC	449378	>NC			
374134	<D	449379	<D			
374135	JWMJN	449380	JWMJN			
374136	TLTJN	449381	TLTJN			
374137	LHN	449382	LHN			
374138	MNK	449383|449384	MN	K		
374139	MLK>	449385|449386	MLK	>		
374140	JTRM>	449387	JTRM>			
374141	L	449388	L			
374142	GWB	449389	GWB			
374143	>RJWT>	449390|449391	>RJWT	>		
374144	<NH	449392	<NH			
374145	MLK>	449393|449394	MLK	>		
374146	W	449395	W			
374147	>MR	449396	>MR			
374148	JYJB>	449397	JYJB>			
374149	MLT>	449398|449399	MLT	>		
374150	K	449400	K			
374151	DT	449401	DT			
374152	MDJ	449402	MDJ			
374153	W	449403	W			
374154	PRS	449404	PRS			
374155	DJ	449405	DJ			
374156	L>	449406	L>			
374157	T<D>	449407	T<D>			
374158	B	449408	B			
374159	>DJN	449409	>DJN			
374160	<NW	449410	<NW			
374161	W	449411	W			
374162	>MRJN	449412	>MRJN			
374163	QDM	449413	QDM			
374164	MLK>	449414|449415	MLK	>		
374165	DJ	449416	DJ			
374166	DNJ>L	449417	DNJ>L			
374167	DJ	449418	DJ			
374168	MN	449419	MN			
374169	BNJ	449420	BNJ			
374170	GLWT>	449421|449422	GLWT	>		
374171	DJ	449423	DJ			
374172	JHWD	449424	JHWD			
374173	L>	449425	L>			
374174	FM	449426	FM			
374175	<LJK	449427|449428	<L	K		
374176	MLK>	449429|449430	MLK	>		
374177	V<M	449431	V<M			
374178	W	449432	W			
374179	<L	449433	<L			
374180	>SR>	449434|449435	>SR	>		
374181	DJ	449436	DJ			
374182	RCMT	449437	RCMT			
374183	W	449438	W			
374184	ZMNJN	449439	ZMNJN			
374185	TLTH	449440	TLTH			
374186	B	449441	B			
374187	JWM>	449442|449443	JWM	>		
374188	B<>	449444	B<>			
374189	B<WTH	449445|449446	B<WT	H		
374190	>DJN	449447	>DJN			
374191	MLK>	449448|449449	MLK	>		
374192	K	449450	K			
374193	DJ	449451	DJ			
374194	MLT>	449452|449453	MLT	>		
374195	CM<	449454	CM<			
374196	FGJ>	449455	FGJ>			
374197	B>C	449456	B>C			
374198	<LWHJ	449457|449458	<LW	HJ		
374199	W	449459	W			
374200	<L	449460	<L			
374201	DNJ>L	449461	DNJ>L			
374202	FM	449462	FM			
374203	BL	449463	BL			
374204	L	449464	L			
374205	CJZBWTH	449465|449466	CJZBWT	H		
374206	W	449467	W			
374207	<D	449468	<D			
374208	M<LJ	449469	M<LJ			
374209	CMC>	449470|449471	CMC	>		
374210	HW>	449472	HW>			
374211	MCTDR	449473	MCTDR			
374212	L	449474	L			
374213	HYLWTH	449475|449476	HYLWT	H		
374214	B	449477	B			
374215	>DJN	449478	>DJN			
374216	GBRJ>	449479|449480	GBRJ	>		
374217	>LK	449481	>LK			
374218	HRGCW	449482	HRGCW			
374219	<L	449483	<L			
374220	MLK>	449484|449485	MLK	>		
374221	W	449486	W			
374222	>MRJN	449487	>MRJN			
374223	L	449488	L			
374224	MLK>	449489|449490	MLK	>		
374225	D<	449491	D<			
374226	MLK>	449492|449493	MLK	>		
374227	DJ	449494	DJ			
374228	DT	449495	DT			
374229	L	449496	L			
374230	MDJ	449497	MDJ			
374231	W	449498	W			
374232	PRS	449499	PRS			
374233	DJ	449500	DJ			
374234	KL	449501	KL			
374235	>SR	449502	>SR			
374236	W	449503	W			
374237	QJM	449504	QJM			
374238	DJ	449505	DJ			
374239	MLK>	449506|449507	MLK	>		
374240	JHQJM	449508	JHQJM			
374241	L>	449509	L>			
374242	L	449510	L			
374243	HCNJH	449511	HCNJH			
374244	B	449512	B			
374245	>DJN	449513	>DJN			
374246	MLK>	449514|449515	MLK	>		
374247	>MR	449516	>MR			
374248	W	449517	W			
374249	HJTJW	449518	HJTJW			
374250	L	449519	L			
374251	DNJ>L	449520	DNJ>L			
374252	W	449521	W			
374253	RMW	449522	RMW			
374254	L	449523	L			
374255	GB>	449524|449525	GB	>		
374256	DJ	449526	DJ			
374257	>RJWT>	449527|449528	>RJWT	>		
374258	<NH	449529	<NH			
374259	MLK>	449530|449531	MLK	>		
374260	W	449532	W			
374261	>MR	449533	>MR			
374262	L	449534	L			
374263	DNJ>L	449535	DNJ>L			
374264	>LHK	449536|449537	>LH	K		
374265	DJ	449538	DJ			
374266	>NTH	449539	>NT			
374267	PLX	449540	PLX			
374268	LH	449541|449542	L	H		
374269	B	449543	B			
374270	TDJR>	449544|449545	TDJR	>		
374271	HW>	449546	HW>			
374272	JCJZBNK	449547|449548	JCJZBN	K		
374273	W	449549	W			
374274	HJTJT	449550	HJTJT			
374275	>BN	449551	>BN			
374276	XDH	449552	XDH			
374277	W	449553	W			
374278	FMT	449554	FMT			
374279	<L	449555	<L			
374280	PM	449556	PM			
374281	GB>	449557|449558	GB	>		
374282	W	449559	W			
374283	XTMH	449560|449561	XTM	H		
374284	MLK>	449562|449563	MLK	>		
